,Prob3_tanh_25epoch_100kbatchDF_loss,Prob3_tanh_25epoch_100kbatchDF_acc
0,0.8501233428716659,0.5209980010986328
1,0.8142266929149627,0.5201655030250549
2,0.7917680829763413,0.520671010017395
3,0.8176279962062836,0.5251384973526001
4,0.7915683150291443,0.5216959714889526
5,0.7666410654783249,0.5219619870185852
6,0.7765830665826797,0.5223774909973145
7,0.7567053645849228,0.523298978805542
8,0.7390853255987168,0.523450493812561
9,0.7311644047498703,0.5237184762954712
10,0.7324274122714997,0.5251305103302002
11,0.7261663466691971,0.526402473449707
12,0.7199097275733948,0.5272279977798462
13,0.7158042699098587,0.5293744802474976
14,0.7128484159708023,0.5301079750061035
15,0.7097564697265625,0.5337730050086975
16,0.7070826351642608,0.5364289879798889
17,0.7055519104003907,0.537319004535675
18,0.7086974263191224,0.5338259935379028
19,0.7047906070947647,0.5378465056419373
20,0.7013502866029739,0.542079508304596
21,0.7013465106487274,0.5424839854240417
22,0.6984928965568542,0.5438364744186401
23,0.6949270248413086,0.5506075024604797
24,0.6926048189401627,0.5549839735031128
